Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_001148.4	460779	461966	XVI	minus	mannosyltransferase complex subunit MNN9	MNN9	856057	protein-coding	NM_001183864.1	NP_015275.1	395	YPL050C
NC_001148.4	462481	463839	XVI	minus	Dig1p	DIG1	856058	protein-coding	NM_001183863.1	NP_015276.1	452	YPL049C
NC_001148.4	464401	465648	XVI	plus	translation elongation factor EF1B gamma	CAM1	856059	protein-coding	NM_001183862.1	NP_015277.1	415	YPL048W
NC_001148.4	465962	466261	XVI	plus	SAGA histone acetyltransferase complex subunit SGF11	SGF11	856060	protein-coding	NM_001183861.1	NP_015278.1	99	YPL047W
NC_001148.4	466644	466943	XVI	minus	elongin C	ELC1	856061	protein-coding	NM_001183860.1	NP_015279.1	99	YPL046C
NC_001148.4	467260	469656	XVI	plus	tethering complex subunit VPS16	VPS16	856062	protein-coding	NM_001183859.1	NP_015280.1	798	YPL045W
NC_001148.4	469939	471996	XVI	plus	mRNA-binding ribosome biosynthesis protein NOP4	NOP4	856063	protein-coding	NM_001183857.1	NP_015282.1	685	YPL043W
NC_001148.4	473040	474707	XVI	minus	cyclin-dependent serine/threonine protein kinase SSN3	SSN3	856065	protein-coding	NM_001183856.1	NP_015283.1	555	YPL042C
NC_001148.4	475118	475741	XVI	minus	Mrx11p	MRX11	856066	protein-coding	NM_001183855.1	NP_015284.1	207	YPL041C
NC_001148.4	475993	479001	XVI	minus	isoleucine--tRNA ligase ISM1	ISM1	856067	protein-coding	NM_001183854.1	NP_015285.1	1002	YPL040C
NC_001148.4	479225	480175	XVI	plus	uncharacterized protein		856068	protein-coding	NM_001183853.1	NP_015286.1	316	YPL039W
NC_001148.4	480182	480373	XVI	plus	uncharacterized protein		1466521	protein-coding	NM_001184580.1	NP_878182.1	63	YPL038W-A
NC_001148.4	480535	481068	XVI	plus	Met31p	MET31	856069	protein-coding	NM_001183852.1	NP_015287.1	177	YPL038W
NC_001148.4	481428	481901	XVI	minus	Egd1p	EGD1	856070	protein-coding	NM_001183851.1	NP_015288.1	157	YPL037C
NC_001148.4	482843	485686	XVI	plus	H(+)-exporting P2-type ATPase PMA2	PMA2	856071	protein-coding	NM_001183850.1	NP_015289.1	947	YPL036W
NC_001148.4	486712	487209	XVI	plus	uncharacterized protein		856072	protein-coding	NM_001183848.1	NP_015291.1	165	YPL034W
NC_001148.4	487362	488207	XVI	minus	Srl4p	SRL4	856074	protein-coding	NM_001183847.1	NP_015292.1	281	YPL033C
NC_001148.4	488887	491364	XVI	minus	Svl3p	SVL3	856075	protein-coding	NM_001183846.1	NP_015293.1	825	YPL032C
NC_001148.4	492018	493037	XVI	minus	cyclin-dependent serine/threonine-protein kinase PHO85	PHO85	856076	protein-coding	NM_001183845.1	NP_015294.1	305	YPL031C
NC_001148.4	493543	495246	XVI	plus	tRNA (uracil) methyltransferase	TRM44	856077	protein-coding	NM_001183844.1	NP_015295.1	567	YPL030W
NC_001148.4	495506	497719	XVI	plus	ATP-dependent RNA helicase SUV3	SUV3	856078	protein-coding	NM_001183843.1	NP_015296.1	737	YPL029W
NC_001148.4	498096	499292	XVI	plus	acetyl-CoA C-acetyltransferase	ERG10	856079	protein-coding	NM_001183842.1	NP_015297.1	398	YPL028W
NC_001148.4	499665	500402	XVI	plus	Sma1p	SMA1	856080	protein-coding	NM_001183841.1	NP_015298.1	245	YPL027W
NC_001148.4	500675	502183	XVI	minus	putative serine/threonine protein kinase SKS1	SKS1	856081	protein-coding	NM_001183840.1	NP_015299.1	502	YPL026C
NC_001148.4	503517	504242	XVI	plus	Rmi1p	RMI1	856083	protein-coding	NM_001183838.1	NP_015301.1	241	YPL024W
NC_001148.4	504339	506312	XVI	minus	methylenetetrahydrofolate reductase (NAD(P)H) MET12	MET12	856084	protein-coding	NM_001183837.1	NP_015302.1	657	YPL023C
NC_001148.4	506697	509999	XVI	plus	ssDNA endodeoxyribonuclease RAD1	RAD1	856085	protein-coding	NM_001183836.1	NP_015303.1	1100	YPL022W
NC_001148.4	511101	511664	XVI	plus	Ecm23p	ECM23	856086	protein-coding	NM_001183835.1	NP_015304.1	187	YPL021W
NC_001148.4	512313	514178	XVI	minus	SUMO protease ULP1	ULP1	856087	protein-coding	NM_001183834.1	NP_015305.1	621	YPL020C
NC_001148.4	514511	517018	XVI	minus	vacuolar transporter chaperone	VTC3	856088	protein-coding	NM_001183833.1	NP_015306.1	835	YPL019C
NC_001148.4	517651	518760	XVI	plus	Ctf19p	CTF19	856089	protein-coding	NM_001183832.1	NP_015307.1	369	YPL018W
NC_001148.4	518734	520233	XVI	minus	Irc15p	IRC15	856090	protein-coding	NM_001183831.1	NP_015308.1	499	YPL017C
NC_001148.4	521014	524958	XVI	plus	Swi1p	SWI1	856091	protein-coding	NM_001183830.2	NP_015309.1	1314	YPL016W
NC_001148.4	525810	526883	XVI	minus	histone deacetylase HST2	HST2	856092	protein-coding	NM_001183829.1	NP_015310.1	357	YPL015C
NC_001148.4	527547	528692	XVI	plus	Cip1p	CIP1	856093	protein-coding	NM_001183828.1	NP_015311.1	381	YPL014W
NC_001148.4	528985	529350	XVI	minus	mitochondrial 37S ribosomal protein MRPS16	MRPS16	856094	protein-coding	NM_001183827.1	NP_015312.1	121	YPL013C
NC_001148.4	529723	533409	XVI	plus	mRNA-binding protein RRP12	RRP12	856095	protein-coding	NM_001183826.1	NP_015313.1	1228	YPL012W
NC_001148.4	533642	534703	XVI	minus	Taf3p	TAF3	856096	protein-coding	NM_001183825.1	NP_015314.1	353	YPL011C
NC_001148.4	535018	535587	XVI	plus	coatomer subunit zeta	RET3	856097	protein-coding	NM_001183824.1	NP_015315.1	189	YPL010W
NC_001148.4	535820	538936	XVI	minus	Rqc2p	RQC2	856098	protein-coding	NM_001183823.1	NP_015316.1	1038	YPL009C
NC_001148.4	539385	541970	XVI	plus	DNA helicase	CHL1	856099	protein-coding	NM_001183822.1	NP_015317.1	861	YPL008W
NC_001148.4	542082	543848	XVI	minus	transcription factor TFIIIC subunit TFC8	TFC8	856100	protein-coding	NM_001183821.1	NP_015318.1	588	YPL007C
NC_001148.4	544631	548143	XVI	plus	sphingolipid transporter	NCR1	856101	protein-coding	NM_001183820.1	NP_015319.1	1170	YPL006W
NC_001148.4	548486	550306	XVI	plus	Aep3p	AEP3	856102	protein-coding	NM_001183819.1	NP_015320.1	606	YPL005W
NC_001148.4	550632	551657	XVI	minus	lipid-binding protein LSP1	LSP1	856103	protein-coding	NM_001183818.1	NP_015321.1	341	YPL004C
NC_001148.4	552020	553408	XVI	plus	Ula1p	ULA1	856104	protein-coding	NM_001183817.1	NP_015322.1	462	YPL003W
NC_001148.4	553627	554328	XVI	minus	ESCRT-II subunit protein SNF8	SNF8	856105	protein-coding	NM_001183816.1	NP_015323.1	233	YPL002C
NC_001148.4	554605	555729	XVI	plus	histone acetyltransferase catalytic subunit HAT1	HAT1	856106	protein-coding	NM_001183815.1	NP_015324.1	374	YPL001W
NC_001148.4	556377	557837	XVI	plus	citrate (Si)-synthase CIT3	CIT3	856107	protein-coding	NM_001184098.1	NP_015325.1	486	YPR001W
NC_001148.4	558385	559935	XVI	plus	putative 2-methylcitrate dehydratase	PDH1	856108	protein-coding	NM_001184099.1	NP_015326.1	516	YPR002W
NC_001148.4	560198	560289	XVI	minus	tRNA-Phe		856109	tRNA				YNCP0008C
NC_001148.4	561504	563768	XVI	minus	uncharacterized protein		856111	protein-coding	NM_001184100.1	NP_015328.1	754	YPR003C
NC_001148.4	564007	565041	XVI	minus	Aim45p	AIM45	856112	protein-coding	NM_001184101.1	NP_015329.1	344	YPR004C
NC_001148.4	565787	566671	XVI	minus	Hal1p	HAL1	856113	protein-coding	NM_001184102.1	NP_015330.1	294	YPR005C
NC_001148.4	567269	568996	XVI	minus	methylisocitrate lyase ICL2	ICL2	856114	protein-coding	NM_001184103.1	NP_015331.1	575	YPR006C
NC_001148.4	569336	571378	XVI	minus	Rec8p	REC8	856115	protein-coding	NM_001184104.1	NP_015332.1	680	YPR007C
NC_001148.4	572269	572339	XVI	plus	tRNA-Gly		856116	tRNA				YNCP0009W
NC_001148.4	573018	575102	XVI	plus	Haa1p	HAA1	856117	protein-coding	NM_001184105.1	NP_015333.1	694	YPR008W
NC_001148.4	576552	577358	XVI	plus	Sut2p	SUT2	856118	protein-coding	NM_001184106.1	NP_015334.1	268	YPR009W
NC_001148.4	577585	581196	XVI	minus	DNA-directed RNA polymerase I core subunit RPA135	RPA135	856119	protein-coding	NM_001184107.1	NP_015335.1	1203	YPR010C
NC_001148.4	582062	582134	XVI	plus	tRNA-Lys		856120	tRNA				YNCP0010W
NC_001148.4	582373	582734	XVI	minus	Min8p	MIN8	5142379	protein-coding	NM_001184689.1	NP_001091638.1	72	YPR010C-A
NC_001148.4	583062	584042	XVI	minus	Mrx21p	MRX21	856121	protein-coding	NM_001184108.1	NP_015336.1	326	YPR011C
NC_001148.4	584632	585585	XVI	minus	Cmr3p	CMR3	856123	protein-coding	NM_001184110.1	NP_015338.1	317	YPR013C
NC_001148.4	587189	587518	XVI	minus	uncharacterized protein		856124	protein-coding	NM_001348886.1	NP_001335824.1	109	YPR014C
NC_001148.4	588998	589830	XVI	plus	SUT418	SUT418	84313898	ncRNA	NR_188209.1			YNCP0026W
NC_001148.4	590283	591026	XVI	minus	uncharacterized protein		856125	protein-coding	NM_001184112.1	NP_015340.1	247	YPR015C
NC_001148.4	592332	593069	XVI	minus	translation initiation factor 6	TIF6	856126	protein-coding	NM_001184113.1	NP_015341.1	245	YPR016C
NC_001148.4	593486	593917	XVI	minus	guanine nucleotide exchange factor DSS4	DSS4	856128	protein-coding	NM_001184114.1	NP_015342.1	143	YPR017C
NC_001148.4	594476	596296	XVI	plus	Rlf2p	RLF2	856129	protein-coding	NM_001184115.1	NP_015343.1	606	YPR018W
NC_001148.4	596750	599551	XVI	plus	MCM DNA helicase complex subunit MCM4	MCM4	856130	protein-coding	NM_001184116.1	NP_015344.1	933	YPR019W
NC_001148.4	599870	600217	XVI	plus	F1F0 ATP synthase subunit g	ATP20	856131	protein-coding	NM_001184117.1	NP_015345.1	115	YPR020W
NC_001148.4	600649	603357	XVI	minus	citrin	AGC1	856132	protein-coding	NM_001184118.1	NP_015346.1	902	YPR021C
NC_001148.4	603911	607312	XVI	minus	Sdd4p	SDD4	856133	protein-coding	NM_001184119.1	NP_015347.1	1133	YPR022C
NC_001148.4	608826	610031	XVI	minus	Eaf3p	EAF3	856134	protein-coding	NM_001184120.1	NP_015348.1	401	YPR023C
NC_001148.4	610481	612724	XVI	plus	i-AAA protease YME1	YME1	856135	protein-coding	NM_001184121.1	NP_015349.1	747	YPR024W
NC_001148.4	613377	614558	XVI	minus	TFIIH complex kinase subunit CCL1	CCL1	856136	protein-coding	NM_001184122.1	NP_015350.1	393	YPR025C
NC_001148.4	615379	619014	XVI	plus	alpha,alpha-trehalase ATH1	ATH1	856137	protein-coding	NM_001184123.1	NP_015351.1	1211	YPR026W
NC_001148.4	620425	621258	XVI	minus	uncharacterized protein		856138	protein-coding	NM_001184124.1	NP_015352.1	277	YPR027C
NC_001148.4	622540	622631	XVI	minus	tRNA-Phe		856139	tRNA				YNCP0011C
NC_001148.4	623527	624202	XVI	plus	Yop1p	YOP1	856140	protein-coding	NM_001184125.1	NP_015353.1	180	YPR028W
NC_001148.4	624469	626967	XVI	minus	Apl4p	APL4	856141	protein-coding	NM_001184126.1	NP_015354.1	832	YPR029C
NC_001148.4	627880	631245	XVI	plus	Csr2p	CSR2	856142	protein-coding	NM_001184127.1	NP_015355.1	1121	YPR030W
NC_001148.4	631515	633761	XVI	plus	Nto1p	NTO1	856143	protein-coding	NM_001184128.1	NP_015356.1	748	YPR031W
NC_001148.4	634123	637224	XVI	plus	Rab GTPase-binding protein SRO7	SRO7	856144	protein-coding	NM_001184129.1	NP_015357.1	1033	YPR032W
NC_001148.4	637379	639019	XVI	minus	histidine--tRNA ligase	HTS1	856145	protein-coding	NM_001184130.1	NP_015358.1	546	YPR033C
NC_001148.4	639525	640958	XVI	plus	Arp7p	ARP7	856146	protein-coding	NM_001184131.1	NP_015359.1	477	YPR034W
NC_001148.4	642208	643320	XVI	plus	glutamate--ammonia ligase	GLN1	856147	protein-coding	NM_001184132.2	NP_015360.2	370	YPR035W
NC_001148.4	643836	645272	XVI	plus	H(+)-transporting V1 sector ATPase subunit H	VMA13	856148	protein-coding	NM_001184133.1	NP_015361.1	478	YPR036W
NC_001148.4	645950	646153	XVI	plus	Spo24p	SPO24	856149	protein-coding	NM_001184516.1	NP_690847.1	67	YPR036W-A
NC_001148.4	646448	647038	XVI	minus	flavin-linked sulfhydryl oxidase	ERV2	856152	protein-coding	NM_001184134.1	NP_015362.1	196	YPR037C
NC_001148.4	646836	647195	XVI	plus	Irc16p	IRC16	856150	protein-coding	NM_001395041.1	NP_001381971.1	119	YPR038W
NC_001148.4	647305	648375	XVI	plus	Tip41p	TIP41	856153	protein-coding	NM_001184137.1	NP_015365.1	356	YPR040W
NC_001148.4	648704	649921	XVI	plus	translation initiation factor eIF5	TIF5	856154	protein-coding	NM_001184138.1	NP_015366.1	405	YPR041W
NC_001148.4	650435	653662	XVI	minus	Puf2p	PUF2	856155	protein-coding	NM_001184139.1	NP_015367.1	1075	YPR042C
NC_001148.4	654166	654847	XVI	plus	ribosomal 60S subunit protein L43A	RPL43A	856156	protein-coding	NM_001184140.1	NP_015368.1	92	YPR043W
NC_001148.4	655140	656552	XVI	minus	Thp3p	THP3	856158	protein-coding	NM_001184142.1	NP_015370.1	470	YPR045C
NC_001148.4	656799	657344	XVI	plus	Mcm16p	MCM16	856159	protein-coding	NM_001184143.1	NP_015371.1	181	YPR046W
NC_001148.4	657529	658938	XVI	plus	phenylalanine--tRNA ligase	MSF1	856160	protein-coding	NM_001184144.1	NP_015372.2	469	YPR047W
NC_001148.4	659182	661053	XVI	plus	NAPDH-dependent diflavin reductase	TAH18	856161	protein-coding	NM_001184145.1	NP_015373.1	623	YPR048W
NC_001148.4	661137	664673	XVI	minus	autophagy protein ATG11	ATG11	856162	protein-coding	NM_001184146.1	NP_015374.1	1178	YPR049C
NC_001148.4	664960	665490	XVI	plus	peptide alpha-N-acetyltransferase MAK3	MAK3	856163	protein-coding	NM_001184148.1	NP_015376.1	176	YPR051W
NC_001148.4	665693	665974	XVI	minus	high-mobility group nucleosome-binding protein	NHP6A	856165	protein-coding	NM_001184149.1	NP_015377.1	93	YPR052C
NC_001148.4	665788	666243	XVI	minus	uncharacterized protein		856166	protein-coding	NM_001348887.1	NP_001335825.1	151	YPR053C
NC_001148.4	666280	667446	XVI	plus	mitogen-activated protein kinase SMK1	SMK1	856167	protein-coding	NM_001184151.1	NP_015379.1	388	YPR054W
NC_001148.4	667676	670873	XVI	plus	exocyst subunit SEC8	SEC8	856168	protein-coding	NM_001184152.1	NP_015380.1	1065	YPR055W
NC_001148.4	671126	672142	XVI	plus	TFIIH/NER complex subunit TFB4	TFB4	856169	protein-coding	NM_001184153.1	NP_015381.1	338	YPR056W
NC_001148.4	672471	673496	XVI	plus	Brr1p	BRR1	856170	protein-coding	NM_001184154.1	NP_015382.1	341	YPR057W
NC_001148.4	673751	674674	XVI	plus	organic acid transporter	YMC1	856171	protein-coding	NM_001184155.1	NP_015383.1	307	YPR058W
NC_001148.4	674861	675631	XVI	minus	chorismate mutase ARO7	ARO7	856173	protein-coding	NM_001184157.1	NP_015385.1	256	YPR060C
NC_001148.4	675977	676882	XVI	minus	Jid1p	JID1	856174	protein-coding	NM_001184158.1	NP_015386.1	301	YPR061C
NC_001148.4	677165	677641	XVI	plus	cytosine deaminase	FCY1	856175	protein-coding	NM_001184159.1	NP_015387.1	158	YPR062W
NC_001148.4	677812	678320	XVI	minus	uncharacterized protein		856176	protein-coding	NM_001184160.1	NP_015388.1	140	YPR063C
NC_001148.4	678951	679370	XVI	plus	uncharacterized protein		856177	protein-coding	NM_001348888.1	NP_001335826.1	139	YPR064W
NC_001148.4	679693	680799	XVI	plus	Rox1p	ROX1	856178	protein-coding	NM_001184162.1	NP_015390.1	368	YPR065W
NC_001148.4	681213	682112	XVI	plus	NEDD8-activating protein UBA3	UBA3	856179	protein-coding	NM_001184163.1	NP_015391.1	299	YPR066W
NC_001148.4	682220	682777	XVI	plus	Isa2p	ISA2	856180	protein-coding	NM_001184164.1	NP_015392.1	185	YPR067W
NC_001148.4	682941	684353	XVI	minus	histone deacetylase	HOS1	856181	protein-coding	NM_001184165.1	NP_015393.1	470	YPR068C
NC_001148.4	684556	685437	XVI	minus	spermidine synthase	SPE3	856182	protein-coding	NM_001184166.1	NP_015394.1	293	YPR069C
NC_001148.4	685898	687598	XVI	plus	Med1p	MED1	856183	protein-coding	NM_001184167.1	NP_015395.1	566	YPR070W
NC_001148.4	688172	688807	XVI	plus	uncharacterized protein		856184	protein-coding	NM_001184168.1	NP_015396.1	211	YPR071W
NC_001148.4	689565	689646	XVI	plus	tRNA-Ser	SUP16	856185	tRNA				YNCP0012W
NC_001148.4	690107	691789	XVI	plus	CCR4-NOT core subunit NOT5	NOT5	856186	protein-coding	NM_001184169.1	NP_015397.1	560	YPR072W
NC_001148.4	691933	692418	XVI	minus	tyrosine protein phosphatase LTP1	LTP1	856187	protein-coding	NM_001184170.1	NP_015398.1	161	YPR073C
NC_001148.4	692796	694838	XVI	minus	transketolase TKL1	TKL1	856188	protein-coding	NM_001184171.1	NP_015399.1	680	YPR074C
NC_001148.4	695737	696819	XVI	minus	Opy2p	OPY2	856191	protein-coding	NM_001184172.1	NP_015400.1	360	YPR075C
NC_001148.4	697147	698265	XVI	minus	uncharacterized protein		856193	protein-coding	NM_001184175.1	NP_015403.1	372	YPR078C
NC_001148.4	698869	700014	XVI	plus	Mrl1p	MRL1	856194	protein-coding	NM_001184176.1	NP_015404.1	381	YPR079W
NC_001148.4	700594	701970	XVI	plus	translation elongation factor EF-1 alpha	TEF1	856195	protein-coding	NM_001184177.1	NP_015405.1	458	YPR080W
NC_001148.4	702114	703970	XVI	minus	putative glycine--tRNA ligase	GRS2	856196	protein-coding	NM_001184178.1	NP_015406.1	618	YPR081C
NC_001148.4	704225	704656	XVI	minus	U4/U6-U5 snRNP complex subunit DIB1	DIB1	856197	protein-coding	NM_001184179.1	NP_015407.1	143	YPR082C
NC_001148.4	704854	706593	XVI	plus	Mdm36p	MDM36	856198	protein-coding	NM_001184180.1	NP_015408.1	579	YPR083W
NC_001148.4	706972	708342	XVI	plus	uncharacterized protein		856199	protein-coding	NM_001184181.1	NP_015409.1	456	YPR084W
NC_001148.4	708497	709828	XVI	minus	Asa1p	ASA1	856200	protein-coding	NM_001184182.1	NP_015410.2	443	YPR085C
NC_001148.4	710101	711138	XVI	plus	transcription factor TFIIB	SUA7	856201	protein-coding	NM_001184183.1	NP_015411.1	345	YPR086W
NC_001148.4	711403	713028	XVI	minus	RNA-binding signal recognition particle subunit SRP54	SRP54	856203	protein-coding	NM_001184185.1	NP_015413.1	541	YPR088C
NC_001148.4	713275	715941	XVI	plus	uncharacterized protein		856204	protein-coding	NM_001184186.1	NP_015414.2	888	YPR089W
NC_001148.4	716156	718468	XVI	minus	Nvj2p	NVJ2	856207	protein-coding	NM_001184188.1	NP_015416.1	770	YPR091C
NC_001148.4	718700	718806	XVI	minus	SNR51	SNR51	9164983	snoRNA	NR_132268.1			YNCP0013C
NC_001148.4	718887	719050	XVI	minus	SNR70	SNR70	9164984	snoRNA	NR_132269.1			YNCP0014C
NC_001148.4	719148	719242	XVI	minus	SNR41	SNR41	9164986	snoRNA	NR_132270.1			YNCP0015C
NC_001148.4	719558	720424	XVI	minus	ubiquitin-protein ligase ASR1	ASR1	856208	protein-coding	NM_001184190.1	NP_015418.2	288	YPR093C
NC_001148.4	720637	720960	XVI	plus	U2 snRNP complex subunit RDS3	RDS3	856209	protein-coding	NM_001184191.1	NP_015419.1	107	YPR094W
NC_001148.4	721037	724717	XVI	minus	Arf family guanine nucleotide exchange factor SYT1	SYT1	856210	protein-coding	NM_001184192.1	NP_015420.1	1226	YPR095C
NC_001148.4	724842	725144	XVI	minus	uncharacterized protein		856211	protein-coding	NM_001184193.1	NP_015421.1	100	YPR096C
NC_001148.4	725394	728615	XVI	plus	Lec1p	LEC1	856212	protein-coding	NM_001184194.2	NP_015422.2	1073	YPR097W
NC_001148.4	728947	729528	XVI	minus	Tmh18p	TMH18	856213	protein-coding	NM_001184195.1	NP_015423.2	161	YPR098C
NC_001148.4	729757	730113	XVI	minus	uncharacterized protein		856215	protein-coding	NM_001387383.1	NP_001374312.1	118	YPR099C
NC_001148.4	729791	730213	XVI	plus	mitochondrial 54S ribosomal protein MRPL51	MRPL51	856214	protein-coding	NM_001184197.1	NP_015425.1	140	YPR100W
NC_001148.4	730492	731019	XVI	plus	Snt309p	SNT309	856216	protein-coding	NM_001184198.1	NP_015426.1	175	YPR101W
NC_001148.4	731224	731748	XVI	minus	ribosomal 60S subunit protein L11A	RPL11A	856217	protein-coding	NM_001184199.1	NP_015427.1	174	YPR102C
NC_001148.4	732349	733212	XVI	plus	proteasome core particle subunit beta 5	PRE2	856218	protein-coding	NM_001184200.1	NP_015428.1	287	YPR103W
NC_001148.4	733623	736433	XVI	minus	Fhl1p	FHL1	856219	protein-coding	NM_001184201.1	NP_015429.1	936	YPR104C
NC_001148.4	736984	739569	XVI	minus	Golgi transport complex subunit COG4	COG4	856220	protein-coding	NM_001184202.1	NP_015430.1	861	YPR105C
NC_001148.4	740061	741392	XVI	plus	putative protein kinase ISR1	ISR1	856221	protein-coding	NM_001184203.1	NP_015431.1	443	YPR106W
NC_001148.4	741438	742064	XVI	minus	cleavage polyadenylation factor RNA-binding subunit YTH1	YTH1	856222	protein-coding	NM_001184204.1	NP_015432.1	208	YPR107C
NC_001148.4	742454	743743	XVI	plus	proteasome regulatory particle lid subunit RPN7	RPN7	856223	protein-coding	NM_001184205.1	NP_015433.1	429	YPR108W
NC_001148.4	744284	744355	XVI	plus	tRNA-Thr		856224	tRNA				YNCP0016W
NC_001148.4	744689	745573	XVI	plus	Gld1p	GLD1	856225	protein-coding	NM_001184206.1	NP_015434.1	294	YPR109W
NC_001148.4	745828	746835	XVI	minus	DNA-directed RNA polymerase core subunit RPC40	RPC40	856226	protein-coding	NM_001184207.1	NP_015435.1	335	YPR110C
NC_001148.4	747306	749000	XVI	plus	serine/threonine-protein kinase DBF20	DBF20	856227	protein-coding	NM_001184208.1	NP_015436.1	564	YPR111W
NC_001148.4	749256	751919	XVI	minus	RNA-binding ribosome biosynthesis protein MRD1	MRD1	856228	protein-coding	NM_001184209.1	NP_015437.1	887	YPR112C
NC_001148.4	752257	752919	XVI	plus	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	PIS1	856229	protein-coding	NM_001184210.1	NP_015438.1	220	YPR113W
NC_001148.4	753301	754248	XVI	plus	uncharacterized protein		856230	protein-coding	NM_001184211.1	NP_015439.1	315	YPR114W
NC_001148.4	754877	758128	XVI	plus	Rgc1p	RGC1	856231	protein-coding	NM_001184212.1	NP_015440.1	1083	YPR115W
NC_001148.4	758648	759481	XVI	plus	Rrg8p	RRG8	856232	protein-coding	NM_001184213.1	NP_015441.1	277	YPR116W
NC_001148.4	760025	767494	XVI	plus	Hob2p	HOB2	856233	protein-coding	NM_001184214.1	NP_015442.1	2489	YPR117W
NC_001148.4	767752	768987	XVI	plus	S-methyl-5-thioribose-1-phosphate isomerase MRI1	MRI1	856234	protein-coding	NM_001184215.1	NP_015443.1	411	YPR118W
NC_001148.4	769207	769302	XVI	minus	tRNA-Lys		856235	tRNA				YNCP0017C
NC_001148.4	771653	773128	XVI	plus	B-type cyclin CLB2	CLB2	856236	protein-coding	NM_001184216.1	NP_015444.1	491	YPR119W
NC_001148.4	773875	775182	XVI	minus	B-type cyclin CLB5	CLB5	856237	protein-coding	NM_001184217.1	NP_015445.1	435	YPR120C
NC_001148.4	775765	775836	XVI	minus	tRNA-Cys		856238	tRNA				YNCP0018C
NC_001148.4	778583	780301	XVI	plus	putative phosphomethylpyrimidine kinase	THI22	856239	protein-coding	NM_001184218.2	NP_015446.2	572	YPR121W
